Title,Price,GPU_Category,VRAM,Description,Link
MSI RTX 3060 Ti Ventus 2X LHR,250.00,3060,Unknown,"Lisätiedot
			MSI GeForce RTX 3060Ti Ventus 2X, LHR. Toimii
täydellisesti.Sopii hyvin pienempäänkin ITX koteloon, koska
kortti on alle 2 slottia korkea:Pituus: 232 mmLeveys: 124 mmKorkeus: 52 mmKortti on Helsingissä. Voin myös postittaa,
jolloin ostaja maksaa postimaksut 6,90 eur.Voin lähettää postiennakollakin, mutta tällöin
ostaja maksaa postimaksut 6,90 eur ja
postiennakkolisän 9,90 eur etukäteen.",https://www.tori.fi/uusimaa/MSI_RTX_3060_Ti_Ventus_2X_LHR_118877698.htm?ca=18&w=1
MSI RTX 3070 Ti Ventus 3X OC,400.00,3070,Unknown,"Lisätiedot
			Myydään erinomaisessa kunnossa oleva
näytönohjaimen GeForce MSI RTX 3070Ti Ventus 3X.
Ostin sen pari vuotta sitten ja ollut
satunnaisessa pelikäytössä.Ei ole ylikelloteltu, eikä viritelty eikä myöskään
louhittu.Ostaja noutaa kortin Vantaalta. Voidaan toki
postittaakin hintaan 8,90e.Kortti on säilynyt harvinaisen siistinä, edes
siilit ei ole pölyyntyneet, ks kuva.Toimii 100-varmasti, diagnostiikka ajettu ja
kaikki on kunnossa, ks kuva",https://www.tori.fi/uusimaa/MSI_RTX_3070_Ti_Ventus_3X_OC_118915056.htm?ca=18&w=1
Asus ROG STRIX RX5600XT O6G GAMING Radeon,130.00,5600,Unknown,"Lisätiedot
			Myynnissä Asus ROG STRIX RX5600XT O6G GAMING
Radeon näytönohjain koneen päivittämisen alta pois",https://www.tori.fi/uusimaa/Asus_ROG_STRIX_RX5600XT_O6G_GAMING_Radeon_118913652.htm?ca=18&w=1
Asus RTX 3080TI O12G TUF GAMING -näytönohjain,780.00,3080,19 gb,"Lisätiedot
			Asus RTX3080TI-O12G-TUF-GAMING -näytönohjainPiiri: GeForce RTX 3080 TiCUDA-ydinten määrä: 10240Kellotaajuus OC Mode: 1785 MHz (Boost)Kellotaajuus Gaming Mode: 1755 MHz (Boost)Muisti: 12 Gt, 384-bit GDDR6XMuistin kellotaajuus: 19 GbpsVäylä: PCI-Express 4.0 x162x HDMI 2.1, 3x Display Port 1.4aMaksimiresoluutio: 7680 x 4320Näyttöjen maksimimäärä: 4NVIDIA PhysX, CUDAAdaptive V-Sync -tukiG-SYNC -tukiOpenGL 4.6Mitat: 300 x 127 x 52 mmPaino: 1,4 kgVirtaliittimet: 2 x 8-pinVirtalähdesuositus: 850 WErittäin vähän käytetty. Nouto Helsingin
keskustasta tai Ruoholahdesta.",https://www.tori.fi/uusimaa/Asus_RTX_3080TI_O12G_TUF_GAMING__naytonohjain_118905189.htm?ca=18&w=1
Gtx 1650,60.00,1650,Unknown,"Lisätiedot
			Kuvissa infot, haku Hyvinkäältä",https://www.tori.fi/uusimaa/Gtx_1650_118902901.htm?ca=18&w=1
Geforce GTX 1660 super,100.00,1660,Unknown,"Lisätiedot
			Msi Geforce GTX ventus XS OC editionOstettu 23.2.2020Käytetty ainoastaan pelailuun ( ei joka päiväiseen
) Ei louhittu.Erinomainen kunto, suoraan käytöstä, myyn uuden
tieltä pois. Täydellinen pakkaus.Käteiskaupat. Nouto Itäkeskuksessa.Ominaisuudet:Piiri: GeForce GTX 1660 SuperCUDA-ydinten määrä: 1408Kellotaajuus: 1830 MHz (Boost)Muisti: 6144 Mt, 192-bit GDDR6Muistin kellotaajuus: 14000 MHzVäylä: PCI-Express 3.01 x HDMI 2.0b, 3 x Display Port 1.4Maksimiresoluutio: 7680 x 4320Näyttöjen maksimimäärä: 4NVLink/SLI-tuki: EiNVIDIA PhysX, CUDAAdaptive V-Sync -tukiG-SYNC -tukiOpenGL 4.5Mitat: 20,4 x 12,8 x 4,2 cmVirtaliittimet: 1 x 8-pinVirrankulutus: 125 WVirtalähdesuositus: 450 W",https://www.tori.fi/uusimaa/Geforce_GTX_1660_super_118901949.htm?ca=18&w=1
RTX 3060 Ti (HP),250.00,3060,Unknown,"Lisätiedot
			Nappaan kuvan illalla, kun kerkeän. Myyntiin toisen isomman kortin tieltä. Tällä
pyörii esim. Apex Legends 1440p resolla pysyen
miltei koko ajan 144fps 144Hz näytöllä. Kyllä
kelpaa :)",https://www.tori.fi/uusimaa/RTX_3060_Ti__HP__118887142.htm?ca=18&w=1
Geforce GTX 1660 Super Ghost / Takuu voimassa,120.00,1660,6 gb,"Lisätiedot
			Erinomaisesti toimiva ja tehokas Geforce GTX 1660
Super 6 GB  näytönohjain, joka suunniteltu
pelaamiseen. Itse pelannut tällä mm. RDR2 ja
vastaavia pelejä. Ikää näytönohjaimella on pari
vuotta ja takuuta vajaa vuosi vielä jäljellä.
Mukaan kuitti Verkkokauppaan.Lisätiedothttps://www.verkkokauppa.com/fi/product/692974/Gainward-GeForce-GTX-1660-SUPER-Ghost-OC-naytonohjainOminaisuudet:Piiri: GeForce GTX 1660 SuperCUDA-ydinten määrä: 1408Kellotaajuus: 1830 MHz (Boost)Muisti: 6144 Mt, 192-bit GDDR6Muistin kellotaajuus: 14000 MHzVäylä: PCI-Express 3.01 x HDMI 2.0, Display Port 1.4. DVI-DMaksimiresoluutio: 7680 x 4320Näyttöjen maksimimäärä: 3NVLink/SLI-tuki: EiNVIDIA PhysX, CUDAAdaptive V-Sync -tukiG-SYNC -tukiOpenGL 4.5Mitat: 235 x 115 mm / 2 slotVirtaliittimet: 1 x 8-pinVirtalähdesuositus: 450 WNouto tai postit 6e lisätään hintaan.",https://www.tori.fi/uusimaa/Geforce_GTX_1660_Super_Ghost___Takuu_voimassa_118853369.htm?ca=18&w=1
Rog Strix Ge Force Rtx 3070,450.00,3070,Unknown,"Lisätiedot
			Myynnissä uudenveroinen näytönohjain. Nouto koivukylästä tai pk lisätään.",https://www.tori.fi/uusimaa/Rog_Strix_Ge_Force_Rtx_3070_118850735.htm?ca=18&w=1
Asus GeForce GTX 1650 4gb GDDR4,50.00,1650,4gb,"Lisätiedot
			Hyvässä kunnossa oleva näyttis, säilytetty mukana
tulleessa pussissa. Postitus omalla vastuulla,
mieluiten nouto Kivenlahdesta.",https://www.tori.fi/uusimaa/Asus_GeForce_GTX_1650_4gb_GDDR4_118825727.htm?ca=18&w=1
Asus Nvidia Geforce GTX 760,25.00,Unknown,Unknown,"Lisätiedot
			Hyväkuntoinen, toimivana koneesta irroitettu
Geforce GTX 760 -näytönohjain.  Nouda Taka-Töölöstä!",https://www.tori.fi/uusimaa/Asus_Nvidia_Geforce_GTX_760_118821352.htm?ca=18&w=1
(VARATTU 2.10. ASTI) Sapphire Pulse 5700 XT,150.00,5700,Unknown,"Lisätiedot
			Ollut pelikäytössä. Mukaan alkuperäinen pakkaus.
Ostettu Jimssiltä 2020.Nouto Käpylästä tai postitus.",https://www.tori.fi/uusimaa/_VARATTU_2_10__ASTI__Sapphire_Pulse_5700_XT_118820927.htm?ca=18&w=1
Asus tuf rx 6900xt top edition,650.00,6900,Unknown,"Lisätiedot
			Myydään tuf rx6900xt top edition. Toimii niinkuin
pitääkin. Ostettu jimms 5.8.2022. Eli takuuta
reippaasti jäljellä. Takuulappu ja
alkuperäislaatikko mukaan.",https://www.tori.fi/uusimaa/Asus_tuf_rx_6900xt_top_edition_118817917.htm?ca=18&w=1
Asus Strix 6750 xt,450.00,6750,Unknown,"Lisätiedot
			6750xt Strix näytönohjain myyntiin seuraavan
tieltä.Alkuperäinen pakkaus ja kuitti tallessa.Ostettu 10.12.2022, joten takuuta vielä reilusti
jäljellä.",https://www.tori.fi/uusimaa/Asus_Strix_6750_xt_118817297.htm?ca=18&w=1
GTX 1080 8GB Sea Hawk,150.00,1080,8gb,"Lisätiedot
			Myynnissä Nvidia GTX1080 MSI Corsair Sea Hawk
näytönohjain. Näytönohjain on hyvässä kunnossa ja
siitä on pidetty hyvää huolta ajan myötä. Edelleen
hyvin tehokas, ja integroidun vesijäähdytyksen
ansiosta pysyy erittäin kylmänä muihin
näytönohjaimiin verrattuna.VRAM 8GB GDDR5XDirectX 12(Kaikki tekniset tiedot löytyy netistä)Mieluiten haku. Kysymykset viestitse.",https://www.tori.fi/uusimaa/GTX_1080_8GB_Sea_Hawk_118812819.htm?ca=18&w=1
NVIDIA Quadro RTX 4000 8 Gt -näytönohjain,1357.00,quadro,Unknown,"Lisätiedot
			Vaihdetaan vastaavan hintaiseen peli
näytönohjaimeen.https://www.verkkokauppa.com/fi/product/582040/PNY-NVIDIA-Quadro-RTX-4000-8-Gt-naytonohjain",https://www.tori.fi/uusimaa/NVIDIA_Quadro_RTX_4000_8_Gt__naytonohjain_118785780.htm?ca=18&w=1
EVGA Geforce GTX 980 Ti,90.00,980,Unknown,"Lisätiedot
			Myydään käytetty näytönohjain. Takuuta, kuittia
tai alkuperäistä pakkausta ei enää jäljellä. Hinta
ei sisällä postikuluja.",https://www.tori.fi/uusimaa/EVGA_Geforce_GTX_980_Ti_118785742.htm?ca=18&w=1
Inno3D Geforce GTX 1070,90.00,1070,Unknown,"Lisätiedot
			Siitä uuden näytönohjaimen tieltä vanha myyntiin.
Näytönohjain tullut konepaketissa 2020 ja ollut
siitä lähtien pelkällä pelikäytöllä. Toinen
tuulettimista on vaihdon tarpeessa. ( jopa
pienikin rasitus saa ääntämään vähän kovemmin)
mutta toimii silti huoletta. Tahnat vaihdettu
juuri. Testattu toimivaksi ja lämmöt rasituksessa
max 77 astetta (furmark) Pakettia ei ole, joten mielellään nouto
Mäntsälästä. Näytönohjainta voi testata
halutessaan paikanpäällä.",https://www.tori.fi/uusimaa/Inno3D_Geforce_GTX_1070_118767235.htm?ca=18&w=1
"Rtx 3090 24gb, helsinki",1100.00,3090,24gb,"Lisätiedot
			Hankin tämän tekoälyllä tehtävään
kuvanmuokkaukseen, mutta en enää tarvitse sitä. Ei
ole louhittu, eikä juurikaan muuten käytetty.
Alkuperäinen pakkaus. Haettavissa Malmilta.
Käteisellä.",https://www.tori.fi/uusimaa/Rtx_3090_24gb__helsinki_118762279.htm?ca=18&w=1
"Asus RTX 3060 Ti TUF Gaming, OC Edition, LHR",280.00,3060,8gb,"Lisätiedot
			Laitetaan myyntiin koneen päivityksen johdosta
Asus RTX 3060Ti TUF Gaming. Tehtaalla
ylikellotettu OC malli 8GB muistilla. Tämä on
suoraan pelikäyttöön suunniteltu LHR malli. Täysin
toimiva, puhdas ja hyvässä kunnossa oleva näyttis.
Sarjanumeron perusteella takuutakin jäljellä vielä
vuoden päivät.CPUGPU: NVIDIA GeForce RTX 3060 TiCUDA coret: 4864KellotaajuusOC Mode: 1785 MHz (Boost Clock)Gaming Mode: 1755 MHz (Boost Clock)MuistiMäärä: 8GB GDDR6Muistiväylä: 256-bitKellotajuus: 14 GbpsLiitännät2 x HDMI 2.13 x DisplayPort 1.4aMuutaVäylä: PCI-E 4.0 x16Mitat: 301 x 143 x 54 mm / 2.7 slotSuositeltu virtalähteen koko: 750WVirtaliitännät: 1 x 8-pinVaikka valmistajan suositus virtalähteelle on jopa
750W, niin itselläni tämä toimi hienosti
550W:lakin.Nouto Vantaalta tai postitus jolloin postimaksut
8,90 euroa lisätään hintaan.",https://www.tori.fi/uusimaa/Asus_RTX_3060_Ti_TUF_Gaming__OC_Edition__LHR_115686634.htm?ca=18&w=1
Gtx 1060,25.00,1060,Unknown,"Lisätiedot
			Vanha näytönohjain. Ei ole ollut käytössä hetkeen.
Nyt super edullisesti seuraavalle.",https://www.tori.fi/uusimaa/Gtx_1060_119025114.htm?ca=18&w=1
GeForce Rtx2070,180.00,2070,Unknown,"Lisätiedot
			Täysin toimiva ja hyvässä kunnossa oleva GeForce
Rtx2070. Ollut vain pelikäytössä, tuulettimet
edelleen hyvässä kunnossa, ei lommoja tms,
alkuperäinen paketti. Mukaan ei tule kaapeleita.
Ostettu 2018. Nouto Laajasalo tai postikulut lisätään hintaan.",https://www.tori.fi/uusimaa/GeForce_Rtx2070_119021984.htm?ca=18&w=1
Msi GTX 1060Gt OC,90.00,1060,Unknown,"Lisätiedot
			25cm, 11,5cm ja 4cmMustavalkoinen hyväkuntoinen ja hyvin toiminut GTX
1060 6Gt OC! Reippaasti vain ostoksille ja kysy
vain mitä mielessä kyseisestä tuotteesta!",https://www.tori.fi/uusimaa/Msi_GTX_1060Gt_OC_119019826.htm?ca=18&w=1
GTX 1080 G1 Gaming 8G,140.00,1080,Unknown,"Lisätiedot
			6 vuotta sitten uutena ostettu Gigabyte GTX 1080
G1 Gaming 8G.Edelleen toimii hyvin ja vallan riittävä 1080p
pelaamiseen. Suunnilleen yhtä tehokas kuin RTX
3060. Hiljaiset tuulettimet, eikä muutenkaan havaittu
mitään vikaa. Ollut ainoastaan pelikäytössä. Jäi tarpeettomaksi
päivityksen yhteydessä. Täältä lisätietoa
https://www.gigabyte.com/fi/Graphics-Card/GV-N1080G1-GAMING-8GD Mieluiten nouto Puistolasta tai toimitus Helsingin
keskustaan. Postitus myös onnistuu, tällöin maksu
etukäteen ja ostaja maksaa postikulut. Maksu
mieluiten mobilepaylla.Hakusanoja: nvidia, geforce, näytönohjain,
näyttökortti",https://www.tori.fi/uusimaa/GTX_1080_G1_Gaming_8G_119018786.htm?ca=18&w=1
Asus turbo-gtx1060-6g,150.00,1060,Unknown,"Lisätiedot
			Olis myydä tällänen sci-fi teemainen vehje.Palvellut minua vuosien ajan intensiivisissä
pelisessioissa, mutta nyt on tullut aika etsiä
sille uutta kotia.Hintaseurannan mukaan 2023 helmikuussa arvoltaan
429 uutena. Pyydetään 150.Soveltuu hyvin 2000 luvun peleihin esimerkiksi
Minecraftiin. (Ainakin niihin versioihin mitä ite
pelannu.)Ei varsinaisesti kaikista uusimpiin peleihin,
mutta poikkeuksia on aina.Suurimmat pölyt otettu pois mutta oma imuri on
siinä mielessä jännä ettei ime melkein yhtään
mitään, enkä halua vahingossa rikkoa.Kysy ihmeessä lisätietoja!",https://www.tori.fi/uusimaa/Asus_turbo_gtx1060_6g_119016761.htm?ca=18&w=1
Gigabyte GeForce 1080 TI,250.00,1080,Unknown,"Lisätiedot
			Myydään turhaksi jäänyt näytönohjain. Erittäin
hyvässä kunnosa, ei vikoja. Ollut kevyessä
pelikäytössä.Kaupat:- Nouto Espoon kilosta. En postita, ainoastaan f2f
kaupat.- Maksutavat: Pivo, MobilePay tai vanha kunnon
käteinen.En tingi hinnasta myös.",https://www.tori.fi/uusimaa/Gigabyte_GeForce_1080_TI_119014565.htm?ca=18&w=1
ASUS GeForce RTX 3060 TUF OC 12 GB,250.00,3060,12 gb,"Lisätiedot
			Laadukas ja hiljainen ASUS GeForce RTX 3060 TUF OC
12 GB -näytönohjainhttps://www.asus.com/fi/motherboards-components/graphics-cards/tuf-gaming/tuf-rtx3060-o12g-gaming/Postitus tai nouto Vantaalta",https://www.tori.fi/uusimaa/ASUS_GeForce_RTX_3060_TUF_OC_12_GB_119014350.htm?ca=18&w=1
Msi R7 250 2GD3 OC,35.00,Unknown,Unknown,"Lisätiedot
			Hyvässä kunnossa ja toimiva näytönohjain,
kivikaudelta asti jäänyt vitriiniin ootteleman
innokasta ostajaa!https://www.msi.com/Graphics-Card/R7-250-2GD3-OC/Specification",https://www.tori.fi/uusimaa/Msi_R7_250_2GD3_OC_119010398.htm?ca=18&w=1
Näytönohjain - Sapphire Radeon R9 290 4GB,65.00,Unknown,4gb,"Lisätiedot
			Sapphire Radeon R9 290 4GB GDDR5 Dual DVI-D/HDMI/DP PCI-Express Graphics Card
(21227-00-40G)Voit soittaa, tai tekstata minulle numeroon...WhatsApp:lla sekä normaalisti:Puh. 0400516246Muista katsella muutkin Tori-ilmoitukseni.Kirjainmerkitse Kaikki-Ilmoitukseni Sivut...(Myytävä vaihtuu Usein.)Otan Kaikenlaisia Tarjouksia Vastaan...",https://www.tori.fi/uusimaa/Naytonohjain___Sapphire_Radeon_R9_290_4GB_119009255.htm?ca=18&w=1
Asus Rog Strix RX580 O8G,90.00,580 ,Unknown,"Lisätiedot
			Nyt näytönohjain myynnissä. Nopein noutaa. Pidetty
hyvää huolta ja lämpötahnoja vaihdettu pariin
kertaan. Nyt ollut varmaan vuoden kaapissa. Nouto
ja maksu mobilepayllä.",https://www.tori.fi/uusimaa/Asus_Rog_Strix_RX580_O8G__119008295.htm?ca=18&w=1
